"Week","Day","Rink","Time","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget",
"6","SUN","LCC","18",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
"6","SUN","LCC","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6","SAT","HISS","17",,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,
"6","SAT","HISS","18",,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,
"6","SUN","HISS","17",,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,
"6","SUN","HISS","18",,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,
"6","SAT","ACT","12",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
"6","SAT","ACT","16",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
"7","SAT","COIR","19",0,0,0,0,,,,,,,0,0,0,0,,0,0,0,0,,,,,,,,,,,,
"7","SAT","COIR","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7","SUN","COIR","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7","SUN","COIR","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7","SUN","COIR","10",0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"7","SUN","COIR","18",0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"7","SUN","COIR","19",0,0,0,0,,,,,,,0,0,0,0,,0,0,0,0,,,,,,,,,,,,
"7","SUN","COIR","21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7","SAT","PIP","17",0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"7","SAT","PIP","18",0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"7","SAT","PIP","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7","SUN","PIP","16",0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"7","SUN","PIP","18",0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"7","SUN","PIP","19",0,1,0,0,,,,,,,0,0,0,0,,0,0,0,0,,,,,,,,,,,,
"7","SUN","PIP","21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7","SAT","MACQ","18",,,,,,,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,
"7","SAT","MACQ","19",,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
"7","SUN","MACQ","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7","SUN","MACQ","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7","SUN","MACQ","18",,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
"7","SUN","MACQ","19",,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
"7","SUN","LCC","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7","SUN","LCC","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7","SUN","LCC","10",0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,
"7","SUN","LCC","17",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
"7","SUN","LCC","18",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
"7","SUN","LCC","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7","SAT","HISS","17",,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,
"7","SAT","HISS","18",,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,
"7","SUN","HISS","17",,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,
"7","SUN","HISS","18",,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,
"7","SAT","ACT","12",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
"7","SAT","ACT","16",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
"8","SAT","COIR","19",0,0,0,0,,,,,,,0,0,0,0,,0,0,0,0,,,,,,,,,,,,
"8","SAT","COIR","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8","SUN","COIR","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8","SUN","COIR","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8","SUN","COIR","10",0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"8","SUN","COIR","18",0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"8","SUN","COIR","19",0,0,0,0,,,,,,,0,0,0,0,,0,0,0,0,,,,,,,,,,,,
"8","SUN","COIR","21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8","SAT","PIP","17",0,0,1,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"8","SAT","PIP","18",0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"8","SAT","PIP","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8","SUN","PIP","16",0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"8","SUN","PIP","18",0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"8","SUN","PIP","19",0,0,0,0,,,,,,,0,0,0,0,,0,0,0,0,,,,,,,,,,,,
"8","SUN","PIP","21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8","SAT","MACQ","18",,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
"8","SAT","MACQ","19",,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
"8","SUN","MACQ","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8","SUN","MACQ","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8","SUN","MACQ","18",,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
"8","SUN","MACQ","19",,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
"8","SUN","LCC","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8","SUN","LCC","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8","SUN","LCC","10",0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
"8","SUN","LCC","17",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
"8","SUN","LCC","18",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
"8","SUN","LCC","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8","SAT","HISS","17",,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,
"8","SAT","HISS","18",,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,
"8","SUN","HISS","17",,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,
"8","SUN","HISS","18",,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,
"8","SAT","ACT","12",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
"8","SAT","ACT","16",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
"9","SAT","COIR","19",0,0,0,0,,,,,,,0,0,0,0,,0,0,0,0,,,,,,,,,,,,
"9","SAT","COIR","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9","SUN","COIR","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9","SUN","COIR","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9","SUN","COIR","10",0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"9","SUN","COIR","18",0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"9","SUN","COIR","19",0,0,0,0,,,,,,,0,0,0,0,,0,0,0,0,,,,,,,,,,,,
"9","SUN","COIR","21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9","SAT","PIP","17",0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"9","SAT","PIP","18",0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"9","SAT","PIP","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9","SUN","PIP","16",0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"9","SUN","PIP","18",0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"9","SUN","PIP","19",0,0,0,0,,,,,,,0,0,0,0,,0,0,0,0,,,,,,,,,,,,
"9","SUN","PIP","21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9","SAT","MACQ","18",,,,,,,,,,,,,,,,0,0,1,0,0,,,,,,,,,,,
"9","SAT","MACQ","19",,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
"9","SUN","MACQ","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9","SUN","MACQ","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9","SUN","MACQ","18",,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
"9","SUN","MACQ","19",,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
"9","SUN","LCC","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9","SUN","LCC","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9","SUN","LCC","10",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
"9","SUN","LCC","17",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
"9","SUN","LCC","18",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
"9","SUN","LCC","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9","SAT","HISS","17",,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,
"9","SAT","HISS","18",,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,
"9","SUN","HISS","17",,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,
"9","SUN","HISS","18",,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,
"9","SAT","ACT","12",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
"9","SAT","ACT","16",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
"10","SAT","COIR","19",0,0,0,0,,,,,,,0,0,0,0,,0,0,0,0,,,,,,,,,,,,
"10","SAT","COIR","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10","SUN","COIR","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10","SUN","COIR","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10","SUN","COIR","10",0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"10","SUN","COIR","18",0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"10","SUN","COIR","19",0,0,0,0,,,,,,,0,0,0,0,,0,0,0,0,,,,,,,,,,,,
"10","SUN","COIR","21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10","SAT","PIP","17",0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"10","SAT","PIP","18",0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"10","SAT","PIP","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10","SUN","PIP","16",0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"10","SUN","PIP","18",1,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"10","SUN","PIP","19",0,0,0,0,,,,,,,0,0,1,0,,0,0,0,0,,,,,,,,,,,,
"10","SUN","PIP","21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10","SAT","MACQ","18",,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
"10","SAT","MACQ","19",,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
"10","SUN","MACQ","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10","SUN","MACQ","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10","SUN","MACQ","18",,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
"10","SUN","MACQ","19",,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
"10","SUN","LCC","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10","SUN","LCC","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10","SUN","LCC","10",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
"10","SUN","LCC","17",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
"10","SUN","LCC","18",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
"10","SUN","LCC","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10","SAT","HISS","17",,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,
"10","SAT","HISS","18",,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,
"10","SUN","HISS","17",,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,
"10","SUN","HISS","18",,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,
"10","SAT","ACT","12",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,
"10","SAT","ACT","16",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
"11","SAT","COIR","19",0,0,0,0,,,,,,,0,0,0,0,,0,0,0,0,,,,,,,,,,,,
"11","SAT","COIR","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11","SUN","COIR","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11","SUN","COIR","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11","SUN","COIR","10",0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"11","SUN","COIR","18",0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"11","SUN","COIR","19",0,0,0,0,,,,,,,0,0,0,0,,0,0,0,0,,,,,,,,,,,,
"11","SUN","COIR","21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11","SAT","PIP","17",0,0,0,0,0,,,,,,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,
"11","SAT","PIP","18",0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"11","SAT","PIP","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11","SUN","PIP","16",0,0,0,1,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"11","SUN","PIP","18",0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"11","SUN","PIP","19",0,0,0,0,,,,,,,0,0,0,0,,0,0,0,0,,,,,,,,,,,,
"11","SUN","PIP","21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11","SAT","MACQ","18",,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
"11","SAT","MACQ","19",,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
"11","SUN","MACQ","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11","SUN","MACQ","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11","SUN","MACQ","18",,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
"11","SUN","MACQ","19",,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
"11","SUN","LCC","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11","SUN","LCC","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11","SUN","LCC","10",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
"11","SUN","LCC","17",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
"11","SUN","LCC","18",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
"11","SUN","LCC","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11","SAT","HISS","17",,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,
"11","SAT","HISS","18",,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,
"11","SUN","HISS","17",,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,
"11","SUN","HISS","18",,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,
"11","SAT","ACT","12",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
"11","SAT","ACT","16",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,
"12","SAT","COIR","19",0,0,0,0,,,,,,,0,0,0,0,,0,0,0,0,,,,,,,,,,,,
"12","SAT","COIR","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12","SUN","COIR","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12","SUN","COIR","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12","SUN","COIR","10",0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"12","SUN","COIR","18",0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"12","SUN","COIR","19",0,0,0,0,,,,,,,0,0,0,0,,0,0,0,0,,,,,,,,,,,,
"12","SUN","COIR","21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12","SAT","PIP","17",0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"12","SAT","PIP","18",0,0,0,0,1,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"12","SAT","PIP","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12","SUN","PIP","16",0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"12","SUN","PIP","18",0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"12","SUN","PIP","19",0,0,0,0,,,,,,,0,0,0,1,,0,0,0,0,,,,,,,,,,,,
"12","SUN","PIP","21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12","SAT","MACQ","18",,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
"12","SAT","MACQ","19",,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
"12","SUN","MACQ","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12","SUN","MACQ","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12","SUN","MACQ","18",,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
"12","SUN","MACQ","19",,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
"12","SUN","LCC","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12","SUN","LCC","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12","SUN","LCC","10",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
"12","SUN","LCC","17",0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
"12","SUN","LCC","18",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
"12","SUN","LCC","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12","SAT","HISS","17",,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,
"12","SAT","HISS","18",,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,
"12","SUN","HISS","17",,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,
"12","SUN","HISS","18",,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,
"12","SAT","ACT","12",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
"12","SAT","ACT","16",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
